	word	anim	inan	concr	abstr
9507	ranching_NOUN	0.3111795485019684	0.26227959990501404	0.3005858659744263	0.1870013028383255
9508	rearrangement_NOUN	0.1952737271785736	0.1915718913078308	0.20207825303077695	0.2467008829116821
9509	recluse_NOUN	0.3168705403804779	0.2318803519010544	0.2967753112316132	0.2588447034358978
9510	riff_NOUN	0.3189911246299744	0.4067641198635101	0.3959754407405853	0.3408010303974152
9511	sponsor_NOUN	0.13833844661712644	0.1392086148262024	0.153346449136734	0.16952073574066162
9512	torque_NOUN	0.18713100254535675	0.25753650069236755	0.2259080708026886	0.2045329511165619
9513	twosome_NOUN	0.2550941109657288	0.2488897144794464	0.27393922209739685	0.19887083768844604
9514	vacancy_NOUN	0.0881592258810997	0.1883932054042816	0.1685396134853363	0.1905585527420044
9515	vortex_NOUN	0.25908732414245605	0.24906858801841736	0.2720924913883209	0.2798708379268646
9516	waterproofing_NOUN	0.23545758426189425	0.29512524604797363	0.27794915437698364	0.2276022434234619
9517	youth_NOUN	0.19390907883644104	0.17083001136779785	0.17838679254055026	0.2400897741317749
9518	deform_VERB	0.3129061162471771	0.2529289126396179	0.30291640758514404	0.2579391896724701
9519	edit_VERB	0.1376347839832306	0.2342409640550613	0.19107094407081604	0.15302547812461853
9520	invade_VERB	0.2018069475889206	0.15753485262393951	0.18490877747535706	0.19560931622982025
9521	shimmer_VERB	0.2536686360836029	0.3545471429824829	0.33103808760643005	0.2403243035078049
9522	trample_VERB	0.2329540699720383	0.18611732125282288	0.21520836651325226	0.2406374961137772
9523	undock_VERB	0.18193528056144714	0.22355934977531436	0.2009344846010208	0.13728132843971252
9524	adjustable_ADJ	0.1842535734176636	0.31877416372299194	0.2778576910495758	0.1552351415157318
9525	deaf_ADJ	0.2479022294282913	0.23317673802375796	0.2586796581745148	0.22333236038684845
9526	larval_ADJ	0.4595617353916168	0.33918553590774536	0.4308105111122131	0.20795588195323944
9527	mammalian_ADJ	0.4225163459777832	0.27358517050743103	0.3951225280761719	0.24516744911670685
9528	menstrual_ADJ	0.21425016224384308	0.23586829006671906	0.23226141929626465	0.21077564358711245
9529	odorous_ADJ	0.3554432988166809	0.3549294471740723	0.35604411363601685	0.23745498061180115
9530	saltier_ADJ	0.33056965470314026	0.293704628944397	0.32278817892074585	0.2458772212266922
9531	single_ADJ	0.18036267161369324	0.1909209787845612	0.18242964148521426	0.19005951285362244
